[Trace]   DarkRiftServer        System Details:
                                	OS: Microsoft Windows NT 6.2.9200.0
                                	CLS Version: 4.0.30319.42000
                                	DarkRift: 2.3.1.0 - Free
[Info]    MMOServerPlugin       Launching server... 
[Trace]   PluginFactory         Created plugin 'MMOServerPlugin'.
[Trace]   ExtendedPluginManagerBase Plugin 'MMOServerPlugin' has requested that DarkRift operates in thread safe mode.
[Trace]   DarkRiftServer        Switched into thread safe mode. Expect lower performance!
[Info]    ExtendedPluginManagerBase Loaded plugin MMOServerPlugin version 0.0.1
[Trace]   PluginFactory         Created plugin 'BichannelListener'.
[Trace]   DefaultNetworkListener Starting bichannel listener.
[Info]    DefaultNetworkListener Server mounted, listening on port 4296.
[Info]    MMOServerPlugin       Position: -0.1823489, 1.17777
[Info]    MMOServerPlugin       Position: -0.1823489, 1.189975
[Info]    MMOServerPlugin       Position: -0.1823489, 1.202079
[Info]    MMOServerPlugin       Position: -0.1823489, 1.213186
[Info]    MMOServerPlugin       Position: -0.1823489, 1.224509
[Info]    MMOServerPlugin       Position: -0.1823489, 1.236101
[Info]    MMOServerPlugin       Position: -0.1823489, 1.254256
[Info]    MMOServerPlugin       Position: -0.1823489, 1.26672
[Info]    MMOServerPlugin       Position: -0.1823489, 1.277792
[Info]    MMOServerPlugin       Position: -0.1823489, 1.289084
[Info]    MMOServerPlugin       Position: -0.1823489, 1.301902
[Info]    MMOServerPlugin       Position: -0.1823489, 1.312889
[Info]    MMOServerPlugin       Position: -0.1823489, 1.324262
[Info]    MMOServerPlugin       Position: -0.1823489, 1.341911
[Info]    MMOServerPlugin       Position: -0.1823489, 1.353867
[Info]    MMOServerPlugin       Position: -0.1823489, 1.3647
[Info]    MMOServerPlugin       Position: -0.1823489, 1.375683
[Info]    MMOServerPlugin       Position: -0.1823489, 1.386515
[Info]    MMOServerPlugin       Position: -0.1823489, 1.397424
[Info]    MMOServerPlugin       Position: -0.1823489, 1.41692
[Info]    MMOServerPlugin       Position: -0.1823489, 1.432139
[Info]    MMOServerPlugin       Position: -0.1823489, 1.448337
[Info]    MMOServerPlugin       Position: -0.1823489, 1.465501
[Info]    MMOServerPlugin       Position: -0.1823489, 1.480617
[Info]    MMOServerPlugin       Position: -0.1823489, 1.501473
[Info]    MMOServerPlugin       Position: -0.1823489, 1.516492
[Info]    MMOServerPlugin       Position: -0.1823489, 1.530754
[Info]    MMOServerPlugin       Position: -0.1823489, 1.545281
[Info]    MMOServerPlugin       Position: -0.1823489, 1.561052
[Info]    MMOServerPlugin       Position: -0.1823489, 1.58446
[Info]    MMOServerPlugin       Position: -0.1823489, 1.599196
[Info]    MMOServerPlugin       Position: -0.1823489, 1.632147
[Info]    MMOServerPlugin       Position: -0.1823489, 1.649101
[Info]    MMOServerPlugin       Position: -0.1823489, 1.671493
[Info]    MMOServerPlugin       Position: -0.1823489, 1.68389
[Info]    MMOServerPlugin       Position: -0.1823489, 1.694692
[Info]    MMOServerPlugin       Position: -0.1823489, 1.706374
[Info]    MMOServerPlugin       Position: -0.1823489, 1.719525
[Info]    MMOServerPlugin       Position: -0.1823489, 1.746042
[Info]    MMOServerPlugin       Position: -0.1823489, 1.762752
[Info]    MMOServerPlugin       Position: -0.1823489, 1.777208
[Info]    MMOServerPlugin       Position: -0.1823489, 1.788823
[Info]    MMOServerPlugin       Position: -0.1823489, 1.800944
[Info]    MMOServerPlugin       Position: -0.1823489, 1.812595
[Info]    MMOServerPlugin       Position: -0.1823489, 1.830866
[Info]    MMOServerPlugin       Position: -0.1823489, 1.842195
[Info]    MMOServerPlugin       Position: -0.1823489, 1.854556
[Info]    MMOServerPlugin       Position: -0.1823489, 1.865256
[Info]    MMOServerPlugin       Position: -0.1823489, 1.876365
[Info]    MMOServerPlugin       Position: -0.1823489, 1.887247
[Info]    MMOServerPlugin       Position: -0.1823489, 1.898288
[Info]    MMOServerPlugin       Position: -0.1823489, 1.916469
[Info]    MMOServerPlugin       Position: -0.1823489, 1.927384
[Info]    MMOServerPlugin       Position: -0.1823489, 1.938538
[Info]    MMOServerPlugin       Position: -0.1823489, 1.950288
[Info]    MMOServerPlugin       Position: -0.1823489, 1.961659
[Info]    MMOServerPlugin       Position: -0.1823489, 1.97294
[Info]    MMOServerPlugin       Position: -0.1823489, 1.983719
[Info]    MMOServerPlugin       Position: -0.1823489, 2.001244
[Info]    MMOServerPlugin       Position: -0.1823489, 2.01314
[Info]    MMOServerPlugin       Position: -0.1823489, 2.023939
[Info]    MMOServerPlugin       Position: -0.1823489, 2.034522
[Info]    MMOServerPlugin       Position: -0.1823489, 2.046435
[Info]    MMOServerPlugin       Position: -0.1823489, 2.059192
[Info]    MMOServerPlugin       Position: -0.1823489, 2.077627
[Info]    MMOServerPlugin       Position: -0.1823489, 2.088155
[Info]    MMOServerPlugin       Position: -0.1823489, 2.099523
[Info]    MMOServerPlugin       Position: -0.1823489, 2.111583
[Info]    MMOServerPlugin       Position: -0.1823489, 2.122362
[Info]    MMOServerPlugin       Position: -0.1823489, 2.133463
[Info]    MMOServerPlugin       Position: -0.1823489, 2.144975
[Info]    MMOServerPlugin       Position: -0.1823489, 2.163097
[Info]    MMOServerPlugin       Position: -0.1823489, 2.173962
[Info]    MMOServerPlugin       Position: -0.1823489, 2.185374
[Info]    MMOServerPlugin       Position: -0.1823489, 2.196122
[Info]    MMOServerPlugin       Position: -0.1823489, 2.208495
[Info]    MMOServerPlugin       Position: -0.1823489, 2.219055
[Info]    MMOServerPlugin       Position: -0.1823489, 2.230374
[Info]    MMOServerPlugin       Position: -0.1823489, 2.247885
[Info]    MMOServerPlugin       Position: -0.1823489, 2.260911
[Info]    MMOServerPlugin       Position: -0.1823489, 2.273066
[Info]    MMOServerPlugin       Position: -0.1823489, 2.284299
[Info]    MMOServerPlugin       Position: -0.1823489, 2.295626
[Info]    MMOServerPlugin       Position: -0.1823489, 2.307941
[Info]    MMOServerPlugin       Position: -0.1823489, 2.326745
[Info]    MMOServerPlugin       Position: -0.1823489, 2.339501
[Info]    MMOServerPlugin       Position: -0.1823489, 2.351552
[Info]    MMOServerPlugin       Position: -0.1823489, 2.362868
[Info]    MMOServerPlugin       Position: -0.1823489, 2.374818
[Info]    MMOServerPlugin       Position: -0.1823489, 2.388448
[Info]    MMOServerPlugin       Position: -0.1823489, 2.407976
[Info]    MMOServerPlugin       Position: -0.1823489, 2.419505
[Info]    MMOServerPlugin       Position: -0.1823489, 2.431245
[Info]    MMOServerPlugin       Position: -0.1823489, 2.442874
[Info]    MMOServerPlugin       Position: -0.1823489, 2.455918
[Info]    MMOServerPlugin       Position: -0.1823489, 2.468156
[Info]    MMOServerPlugin       Position: -0.1823489, 2.481731
[Info]    MMOServerPlugin       Position: -0.1823489, 2.50612
[Info]    MMOServerPlugin       Position: -0.1823489, 2.524104
[Info]    MMOServerPlugin       Position: -0.1823489, 2.538134
[Info]    MMOServerPlugin       Position: -0.1823489, 2.550803
[Info]    MMOServerPlugin       Position: -0.1823489, 2.572462
[Info]    MMOServerPlugin       Position: -0.1823489, 2.585397
[Info]    MMOServerPlugin       Position: -0.1823489, 2.597985
[Info]    MMOServerPlugin       Position: -0.1823489, 2.610625
[Info]    MMOServerPlugin       Position: -0.1823489, 2.623644
[Info]    MMOServerPlugin       Position: -0.1823489, 2.636279
[Info]    MMOServerPlugin       Position: -0.1823489, 2.661069
[Info]    MMOServerPlugin       Position: -0.1823489, 2.673596
[Info]    MMOServerPlugin       Position: -0.1823489, 2.685849
[Info]    MMOServerPlugin       Position: -0.1823489, 2.698299
[Info]    MMOServerPlugin       Position: -0.1823489, 2.71139
[Info]    MMOServerPlugin       Position: -0.1823489, 2.723269
[Info]    MMOServerPlugin       Position: -0.1823489, 2.741463
[Info]    MMOServerPlugin       Position: -0.1823489, 2.753028
[Info]    MMOServerPlugin       Position: -0.1823489, 2.763632
[Info]    MMOServerPlugin       Position: -0.1823489, 2.773977
[Info]    MMOServerPlugin       Position: -0.1823489, 2.785256
[Info]    MMOServerPlugin       Position: -0.1823489, 2.800163
[Info]    MMOServerPlugin       Position: -0.1823489, 2.821712
[Info]    MMOServerPlugin       Position: -0.1823489, 2.834066
[Info]    MMOServerPlugin       Position: -0.1823489, 2.846007
[Info]    MMOServerPlugin       Position: -0.1823489, 2.859202
[Info]    MMOServerPlugin       Position: -0.1823489, 2.875745
[Info]    MMOServerPlugin       Position: -0.1823489, 2.891895
[Info]    MMOServerPlugin       Position: -0.1823489, 2.911685
[Info]    MMOServerPlugin       Position: -0.1823489, 2.922508
[Info]    MMOServerPlugin       Position: -0.1823489, 2.933233
[Info]    MMOServerPlugin       Position: -0.1823489, 2.944551
[Info]    MMOServerPlugin       Position: -0.1823489, 2.956578
[Info]    MMOServerPlugin       Position: -0.1823489, 2.968019
[Info]    MMOServerPlugin       Position: -0.1823489, 2.985393
[Info]    MMOServerPlugin       Position: -0.1823489, 2.996182
[Info]    MMOServerPlugin       Position: -0.1823489, 3.008203
[Info]    MMOServerPlugin       Position: -0.1823489, 3.01995
[Info]    MMOServerPlugin       Position: -0.1823489, 3.03083
[Info]    MMOServerPlugin       Position: -0.1823489, 3.045336
[Info]    MMOServerPlugin       Position: -0.1823489, 3.06815
[Info]    MMOServerPlugin       Position: -0.1823489, 3.078825
[Info]    MMOServerPlugin       Position: -0.1823489, 3.090565
[Info]    MMOServerPlugin       Position: -0.1823489, 3.103234
[Info]    MMOServerPlugin       Position: -0.1823489, 3.115242
[Info]    MMOServerPlugin       Position: -0.1823489, 3.126551
[Info]    MMOServerPlugin       Position: -0.1823489, 3.139236
[Info]    MMOServerPlugin       Position: -0.1823489, 3.164267
[Info]    MMOServerPlugin       Position: -0.1823489, 3.175829
[Info]    MMOServerPlugin       Position: -0.1823489, 3.187727
[Info]    MMOServerPlugin       Position: -0.1823489, 3.200129
[Info]    MMOServerPlugin       Position: -0.1823489, 3.21275
[Info]    MMOServerPlugin       Position: -0.1823489, 3.232605
[Info]    MMOServerPlugin       Position: -0.1823489, 3.245716
[Info]    MMOServerPlugin       Position: -0.1823489, 3.258851
[Info]    MMOServerPlugin       Position: -0.1823489, 3.271403
[Info]    MMOServerPlugin       Position: -0.1823489, 3.283288
[Info]    MMOServerPlugin       Position: -0.1823489, 3.296458
[Info]    MMOServerPlugin       Position: -0.1823489, 3.315865
[Info]    MMOServerPlugin       Position: -0.1823489, 3.327995
[Info]    MMOServerPlugin       Position: -0.1823489, 3.339198
[Info]    MMOServerPlugin       Position: -0.1823489, 3.351528
[Info]    MMOServerPlugin       Position: -0.1823489, 3.363901
[Info]    MMOServerPlugin       Position: -0.1823489, 3.375572
[Info]    MMOServerPlugin       Position: -0.1823489, 3.387959
[Info]    MMOServerPlugin       Position: -0.1823489, 3.405978
[Info]    MMOServerPlugin       Position: -0.1823489, 3.418783
[Info]    MMOServerPlugin       Position: -0.1823489, 3.430504
[Info]    MMOServerPlugin       Position: -0.1823489, 3.443153
[Info]    MMOServerPlugin       Position: -0.1823489, 3.455704
[Info]    MMOServerPlugin       Position: -0.1823489, 3.468744
[Info]    MMOServerPlugin       Position: -0.1823489, 3.487209
[Info]    MMOServerPlugin       Position: -0.1823489, 3.499165
[Info]    MMOServerPlugin       Position: -0.1823489, 3.512631
[Info]    MMOServerPlugin       Position: -0.1823489, 3.524626
[Info]    MMOServerPlugin       Position: -0.1823489, 3.536818
[Info]    MMOServerPlugin       Position: -0.1823489, 3.548707
[Info]    MMOServerPlugin       Position: -0.1823489, 3.568589
[Info]    MMOServerPlugin       Position: -0.1823489, 3.581362
[Info]    MMOServerPlugin       Position: -0.1823489, 3.593591
[Info]    MMOServerPlugin       Position: -0.1823489, 3.606272
[Info]    MMOServerPlugin       Position: -0.1823489, 3.61859
[Info]    MMOServerPlugin       Position: -0.1823489, 3.630814
[Info]    MMOServerPlugin       Position: -0.1823489, 3.648604
[Info]    MMOServerPlugin       Position: -0.1823489, 3.666797
[Info]    MMOServerPlugin       Position: -0.1823489, 3.679195
[Info]    MMOServerPlugin       Position: -0.1823489, 3.690833
[Info]    MMOServerPlugin       Position: -0.1823489, 3.704856
[Info]    MMOServerPlugin       Position: -0.1823489, 3.718032
[Info]    MMOServerPlugin       Position: -0.1823489, 3.729509
[Info]    MMOServerPlugin       Position: -0.1823489, 3.741273
[Info]    MMOServerPlugin       Position: -0.1823489, 3.753776
[Info]    MMOServerPlugin       Position: -0.1823489, 3.766524
[Info]    MMOServerPlugin       Position: -0.1823489, 3.778358
[Info]    MMOServerPlugin       Position: -0.1823489, 3.789392
[Info]    MMOServerPlugin       Position: -0.1823489, 3.802472
[Info]    MMOServerPlugin       Position: -0.1823489, 3.813806
[Info]    MMOServerPlugin       Position: -0.1823489, 3.825958
[Info]    MMOServerPlugin       Position: -0.1823489, 3.83779
[Info]    MMOServerPlugin       Position: -0.1823489, 3.849996
[Info]    MMOServerPlugin       Position: -0.1823489, 3.862953
[Info]    MMOServerPlugin       Position: -0.1823489, 3.874225
[Info]    MMOServerPlugin       Position: -0.1823489, 3.885616
[Info]    MMOServerPlugin       Position: -0.1823489, 3.90061
[Info]    MMOServerPlugin       Position: -0.1823489, 3.916339
[Info]    MMOServerPlugin       Position: -0.1823489, 3.932613
[Info]    MMOServerPlugin       Position: -0.1823489, 3.947423
[Info]    MMOServerPlugin       Position: -0.1823489, 3.962872
[Info]    MMOServerPlugin       Position: -0.1823489, 3.977217
[Info]    MMOServerPlugin       Position: -0.1823489, 3.990988
[Info]    MMOServerPlugin       Position: -0.1823489, 4.008218
[Info]    MMOServerPlugin       Position: -0.1823489, 4.029382
[Info]    MMOServerPlugin       Position: -0.1823489, 4.045145
[Info]    MMOServerPlugin       Position: -0.1823489, 4.057842
[Info]    MMOServerPlugin       Position: -0.1823489, 4.067998
[Info]    MMOServerPlugin       Position: -0.1823489, 4.081504
[Info]    MMOServerPlugin       Position: -0.1823489, 4.096712
[Info]    MMOServerPlugin       Position: -0.1823489, 4.111799
[Info]    MMOServerPlugin       Position: -0.1823489, 4.123378
[Info]    MMOServerPlugin       Goodbye adventurer, 0
[Info]    ClientManager         Client [0] disconnected.
[Trace]   DefaultNetworkListener Accepted TCP connection from 127.0.0.1:60616.
[Trace]   DefaultNetworkListener Accepted UDP connection from 127.0.0.1:51482.
[Info]    ClientManager         New client [1] connected [127.0.0.1:60616|127.0.0.1:51482].
[Info]    MMOServerPlugin       Welcome adventurer, 1
[Info]    MMOServerPlugin       Goodbye adventurer, 1
[Info]    ClientManager         Client [1] disconnected.
[Trace]   DefaultNetworkListener Accepted TCP connection from 127.0.0.1:60626.
[Trace]   DefaultNetworkListener Accepted UDP connection from 127.0.0.1:60367.
[Info]    ClientManager         New client [2] connected [127.0.0.1:60626|127.0.0.1:60367].
[Info]    MMOServerPlugin       Welcome adventurer, 2
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2720917
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2600305
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2499368
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2398745
[Info]    MMOServerPlugin       Position: -0.07346812, -0.229888
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2199215
[Info]    MMOServerPlugin       Position: -0.07346812, -0.2099082
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1999463
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1899663
[Info]    MMOServerPlugin       Position: -0.07346812, -0.179749
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1699098
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1599185
[Info]    MMOServerPlugin       Position: -0.07346812, -0.149878
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1399268
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1299053
[Info]    MMOServerPlugin       Position: -0.07346812, -0.119901
[Info]    MMOServerPlugin       Position: -0.07346812, -0.1099265
[Info]    MMOServerPlugin       Position: -0.07346812, -0.0998605
[Info]    MMOServerPlugin       Position: -0.07346812, -0.08976725
[Info]    MMOServerPlugin       Position: -0.07346812, -0.0794305
[Info]    MMOServerPlugin       Position: -0.07346812, -0.053654
[Info]    MMOServerPlugin       Position: -0.07346812, -0.04368025
[Info]    MMOServerPlugin       Position: -0.07346812, -0.03373925
[Info]    MMOServerPlugin       Position: -0.07346812, -0.023713
[Info]    MMOServerPlugin       Position: -0.07346812, -0.0137605
[Info]    MMOServerPlugin       Position: -0.07346812, -0.00371275
[Info]    MMOServerPlugin       Position: -0.07346812, 0.006334499
[Info]    MMOServerPlugin       Position: -0.07346812, 0.01644175
[Info]    MMOServerPlugin       Position: -0.07346812, 0.02633225
[Info]    MMOServerPlugin       Position: -0.07346812, 0.0363
[Info]    MMOServerPlugin       Position: -0.07346812, 0.04628576
[Info]    MMOServerPlugin       Position: -0.07346812, 0.05631701
[Info]    MMOServerPlugin       Position: -0.07346812, 0.06630725
[Info]    MMOServerPlugin       Position: -0.07346812, 0.076285
[Info]    MMOServerPlugin       Position: -0.07346812, 0.08627675
[Info]    MMOServerPlugin       Position: -0.07346812, 0.09635975
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1062705
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1162997
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1264358
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1363093
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1463072
[Info]    MMOServerPlugin       Position: -0.07346812, 0.156443
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1663142
[Info]    MMOServerPlugin       Position: -0.07346812, 0.176406
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1863155
[Info]    MMOServerPlugin       Position: -0.07346812, 0.1963972
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2063053
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2163475
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2263158
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2362965
[Info]    MMOServerPlugin       Position: -0.07346812, 0.246557
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2563567
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2663497
[Info]    MMOServerPlugin       Position: -0.07346812, 0.276436
[Info]    MMOServerPlugin       Position: -0.07346812, 0.2864027
[Info]    MMOServerPlugin       Position: -0.07346812, 0.296863
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3229637
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3328353
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3429125
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3529345
[Info]    MMOServerPlugin       Position: -0.07346812, 0.362864
[Info]    MMOServerPlugin       Position: -0.07346812, 0.372875
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3829012
[Info]    MMOServerPlugin       Position: -0.07346812, 0.3928782
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4029097
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4129847
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4228927
[Info]    MMOServerPlugin       Position: -0.07346812, 0.432879
[Info]    MMOServerPlugin       Position: -0.07346812, 0.442897
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4528835
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4628569
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4730247
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4829017
[Info]    MMOServerPlugin       Position: -0.07346812, 0.4929014
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5029012
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5128729
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5229242
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5328937
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5429729
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5529284
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5629324
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5728837
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5830691
[Info]    MMOServerPlugin       Position: -0.07346812, 0.5931159
[Info]    MMOServerPlugin       Position: -0.07346812, 0.6030707
[Info]    MMOServerPlugin       Position: -0.07346812, 0.6130924
[Info]    MMOServerPlugin       Position: -0.07346812, 0.6231419
